ID,TARGET
3086,0.138617986122
3121,0.118698284348
3122,0.09361899106100001
3124,0.0732780553944
3125,0.113956231992
3126,0.08923984871989998
3135,0.108525644883
3141,0.09722021137039999
3145,0.142093506515
3150,0.0675481874279
3158,0.061168164794500005
3170,0.0795530947259
3176,0.0612900368883
3179,0.1452770722
3188,0.11315746848699999
3196,0.134433297914
3230,0.0776883196958
3252,0.0930806680322
3270,0.109243787169
3275,0.13745612409000002
3285,0.065380382807
3286,0.096080297328
3316,0.12227145398299999
3319,0.09474237091839999
3324,0.08722385980189999
3336,0.0678793580308
3354,0.145765152401
3360,0.17523645215
3386,0.108237536401
3394,0.11105171636
3395,0.0952299956286
3400,0.13875757711300002
3404,0.152661995059
3439,0.104681995844
3440,0.16998313252099997
3442,0.10247399279
3443,0.14722757244
3444,0.08655879783980001
3453,0.126784235788
3459,0.0906727170129
3463,0.14924228042999999
3468,0.078156809878
3476,0.08877088209860001
3488,0.112993690758
3494,0.342138902078
3497,0.0987494975008
3506,0.138055995742
3514,0.152466515844
3548,0.060902352668500005
3570,0.08964866798239998
3588,0.270406615951
3593,0.134967742675
3603,0.112212548661
3604,0.12017647880200001
3634,0.1668204515
3637,0.197003230073
3642,0.13420753711
3654,0.130123106348
3672,0.322495689855
3678,0.146226606605
3704,0.084320393044
3712,0.137919194096
3713,0.155146249587
3718,0.137449960403
6111,0.5231508077179999
6143,0.221172596178
6144,0.416733773669
6145,0.0922713342578
6146,0.300892146774
6147,0.285361754405
6155,0.290249773838
6161,0.147661415706
6165,0.173446630167
6170,0.10308587468000001
6178,0.25008346184
6189,0.135027931574
6195,0.293545599793
6212,0.21031677242600003
6243,0.269776604153
6265,0.224204212106
6283,0.11283453001700001
6296,0.193035254574
6325,0.289197702555
6328,0.17985318782200002
6333,0.221991958594
6345,0.175186084942
6363,0.297158338629
6368,0.39118710360299996
6393,0.145787956066
6401,0.244648879874
6405,0.404027828967
8991,0.5099666082600001
9019,0.21751785663800002
9020,0.0797951575864
9021,0.24194361056299998
9022,0.185184049557
9029,0.210661938679
9033,0.19037722379799998
9037,0.193609326826
9043,0.23185739350900003
9054,0.17354215959199998
9059,0.30060038583500004
9099,0.448615605351
9115,0.15774462860400001
9129,0.17988929990400002
9140,0.302513892576
9165,0.19260998154
9170,0.258628689154
9180,0.341455948544
9198,0.16914587238499998
9203,0.60636648694
9225,0.168654076367
9233,0.348022453469
9237,0.24955096419599998
14846,0.092959869231
14881,0.0931406574957
14882,0.152545162107
14884,0.125859050309
14885,0.166756467096
14886,0.07828153150310001
14895,0.11217373522099999
14901,0.113503980868
14905,0.10934241251700001
14910,0.0773960049957
14918,0.0817013549218
14930,0.09528793380239999
14936,0.0950846923721
14939,0.127428621069
14948,0.109987940616
14956,0.12220101397600001
14990,0.0797462030151
15012,0.08685568247099999
15030,0.10794583252999998
15035,0.12026000882099999
15045,0.0669732724737
15046,0.0615093042363
15076,0.162071301162
15079,0.128359853359
15084,0.09836281025789999
15096,0.180537154984
15114,0.29925735248700003
15120,0.10576383368799999
15146,0.09773650512330001
15154,0.191559009641
15155,0.267192805416
15160,0.148552564004
16115,0.20976220932
16150,0.276074243182
16151,0.40968097649
16153,0.23256769045899997
16154,0.498661905397
16155,0.39936239064400003
16164,0.318194305926
16170,0.49810612935500004
16174,0.518351439791
16179,0.402909107407
16187,0.286188837023
16199,0.278301908583
16205,0.557731873238
16208,0.548524952766
16217,0.499494293951
16225,0.348175805942
16259,0.43087009890699995
16281,0.294604472517
16299,0.5288953535859999
16304,0.472165220084
16314,0.256844155022
16315,0.451588875107
16345,0.6441960575469999
16348,0.59530943116
16353,0.354619859273
16365,0.390285017632
16383,0.44593304044200005
16389,0.490668175099
16415,0.41911189943800004
16423,0.546149435985
16424,0.545446642514
16429,0.46350431212
18758,0.245967117388
18793,0.17948582283199999
18794,0.283669378415
18796,0.164189391448
18797,0.46508178688900004
18798,0.280466958609
18807,0.248564038746
18813,0.142675856298
18817,0.335459731549
18822,0.125543266474
18830,0.138404534877
18842,0.290225423292
18848,0.561777582422
18851,0.272952448295
18860,0.32443984324499997
18868,0.356321320196
18902,0.17413156948199998
18924,0.13352360553099998
18942,0.35907022473399997
18947,0.27368720888500003
18957,0.140158269965
18958,0.203298508384
18988,0.34954462479599996
18991,0.45826104725
18996,0.23501057809
19008,0.31415038626499997
19026,0.500214749657
19032,0.45079975645000003
19058,0.31405407501800003
19066,0.34691992528099996
19067,0.35197234402800004
19072,0.259619438202
20327,0.19130785926600002
20355,0.23482870535999997
20356,0.054769002621800005
20357,0.105270985353
20358,0.0912939192577
20365,0.135152067945
20369,0.0619978740809
20373,0.0835048328445
20379,0.125396546563
20390,0.0836929655204
20395,0.126004843115
20435,0.166463462811
20451,0.10888886330499999
20465,0.130780676755
20476,0.12208603453500001
20501,0.12842830049
20506,0.153643564614
20516,0.143201959131
20534,0.163317387475
